Device Name (ID),Node name,Device Type,Fleet,Plate No,Vehicle Type,SIM,SIM IP,ICCID,Wi-Fi IP,IMEI,Telephone,Chassis No,Installation date,Create date,Last Online Time,Last Offline Time,Access Mode,Channel Name,Terminal model,App version,Audio-video Count,Intercom Count,Input Number,Output Number,Cloud Recording Channel,Remarks
VCN-764_EVO(8047430702),Central node,Hero-MA80-08,INVERTRANS,,A1,,,8951101630904693163F,,862708047430702,,,,09/08/2024 10:34:00,19/03/2026 10:56:42,19/03/2026 10:57:22,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24112702.685,8,1,2,2,,
VCN-777_EVO(8047181438),Central node,Hero-MA80-08,MOTTA,,A1,,,8951101630839423355F,,862708047181438,,,,22/03/2024 12:28:00,17/03/2026 16:17:11,18/03/2026 04:49:33,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24112702.685,8,1,2,2,,
VCO-936_EVO(8047688937),Central node,Hero-MA80-08,INVERTRANS,,A1,,,,,862708047688937,,,,05/07/2024 15:05:00,18/03/2026 15:54:13,18/03/2026 16:01:38,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24040901.649,8,1,2,2,,
VCO-947_EVO(8047113258),Central node,Hero-MA80-08,INVERTRANS,,A1,,,,,862708047113258,,,,13/06/2024 16:20:00,19/03/2026 10:32:02,19/03/2026 10:41:23,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24030901.649,8,1,2,2,,
VCP-713_EVO(8047112920),Central node,Hero-MA80-08,INVERTRANS,,A1,,,8951101630904692553F,,862708047112920,,,,13/08/2024 10:57:00,19/03/2026 11:10:35,19/03/2026 11:10:10,4G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24122001.685,8,1,2,2,,
VCP-743_EVO(8047436204),Central node,Hero-MA80-08,INVERTRANS,,A1,,,8951101630904692231F,,862708047436204,,,,08/08/2024 18:08:00,19/03/2026 10:50:17,19/03/2026 10:49:06,4G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24112702.685,8,1,2,2,,
VCP-756_EVO(8047436840),Central node,Hero-MA80-08,ETUPESA,,A1,,,,,862708047436840,,,,09/08/2024 10:46:00,19/03/2026 07:43:59,19/03/2026 08:06:04,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24040901.649,8,1,2,2,,
VCP-790_EVO(8046060641),Central node,Hero-MA80-08,INVERTRANS,,A1,,,8951101139058241662F,,862708046060641,,,,24/05/2024 10:30:00,18/03/2026 16:13:52,18/03/2026 16:45:38,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24112702.685,8,1,2,2,,
VCP-879_EVO4(8045523094),Central node,Hero-ME32-04,TRANSMDICAS,,A1,,,8951101630703304640F,,862708045523094,,,,29/09/2023 15:51:00,19/03/2026 10:13:05,19/03/2026 10:19:03,Offline,DMS;ADAS;CABINA;FRONTAL,ME41-04NA,P25082201.A2673,4,1,2,2,,
VCP-897_EVO(8048885862),Central node,ME31-08,IBEROAMERICANO,,A1,,,8951101630976736874F,,862708048885862,,,,24/03/2025 10:31:52,19/03/2026 11:30:20,19/03/2026 11:31:10,Offline,CH1;CH2;CH3;CH4,ME31-08N,P24122702.1948,4,1,2,2,,
VCP-908_EVO(8049376168),Central node,Hero-ME31-08,IBEROAMERICANO,,A1,,,8951101630994389680F,,862708049376168,,1G4WX25E0600148,,19/06/2025 22:34:13,19/03/2026 11:15:37,19/03/2026 11:23:26,Offline,DMS;ADAS;CABINA;SALON;POSTERIOR;LATERAL;LATERAL;CH8,ME31-08N,P25042601.2163,8,1,2,2,,
VCP-913_EVO(8048906684),Central node,ME31-08,IBEROAMERICANO,,A1,,,8951101630976737351F,,862708048906684,,,,19/03/2025 15:20:58,19/03/2026 11:29:22,19/03/2026 11:24:34,4G,CH1;CH2;CH3;CH4,ME31-08N,P24122702.1948,4,1,2,2,,
VCQ-752_EVO(8046966326),Central node,Hero-MA80-08,NICOLCH,,A1,,,8951101630733704751F,,862708046966326,,,,02/11/2023 15:37:00,19/03/2026 11:23:27,19/03/2026 11:18:31,4G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24112702.685,8,1,2,2,,
VCQ-840_EVO(8046979196),Central node,Hero-MA80-08,NICOLCH,,A1,,,8951101630733704793F,,862708046979196,,,,02/11/2023 11:40:00,19/03/2026 11:30:35,19/03/2026 11:30:21,4G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24072901.685,8,1,2,2,,
VCQ-916_EVO(3070917550),Central node,ME31-08,RDOZ,,A1,,,8951101630994389292F,,861553070917550,,,,29/04/2025 14:35:29,19/03/2026 11:01:05,19/03/2026 11:03:41,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,ME31-08N,P25042601.2163,8,1,2,2,,
VCR-729_EVO(8048852888),Central node,MA80-08,AQUIMA,,A1,,,8951101130031239733F,,862708048852888,,,,23/10/2024 14:46:00,19/03/2026 05:21:24,19/03/2026 06:07:48,Offline,CH1;CH2;CH3;CH4,MA80-08V3,P24081701.685,4,1,2,2,,
VCR-888_EVO(6063462414),Central node,Hero-MA80-08,ECOSECH,,A1,,,,,864086063462414,,,,11/05/2023 18:40:00,15/03/2026 12:53:38,15/03/2026 12:58:13,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24040901.649,8,1,2,2,,
VCR-947_EVO(6062890573),Central node,MA80-08,PEDUBAL,,A1,,,8951101630929361473F,,862708047114322,,,05/06/2025,05/06/2025 09:45:03,17/03/2026 20:04:20,17/03/2026 20:07:28,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24112702.685,8,1,2,2,,
VCS-034_EVO4(3070928185),Central node,ME30-04,NEW ROAD,,A1,,,,,861553070928185,,,,21/03/2025 12:59:01,29/12/2025 10:01:54,29/12/2025 11:03:22,Offline,CH1;CH2;CH3;CH4,ME40-04NA,T25080801.A2600,4,1,2,2,,
VCS-715_EVO(3072941558),Central node,ME31-08,CEMTRA,,A1,,,,,,,1G4WX25J1400004,19/07/2024,09/01/2026 19:21:03,17/02/2026 18:18:31,17/02/2026 22:16:20,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,ME31-08N,P25121801.3305,8,1,8,2,,
VCS-765_EVO(8048886977),Central node,ME31-08,IBEROAMERICANO,,A1,,,8951101630994389599F,,862708048886977,,,12/03/2026,24/03/2025 10:36:50,19/03/2026 10:49:24,19/03/2026 09:03:46,4G,CH1;CH2;CH3;CH4,ME31-08N,P24122702.1948,4,1,2,2,,
VCT-853_EVO(8048838721),Central node,MA80-08,IBEROAMERICANO,,A1,,,8951101630915429540F,,862708048838721,,,12/03/2026,22/11/2024 10:43:20,19/03/2026 07:52:00,19/03/2026 11:27:09,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24081701.685,8,1,2,2,,
VCT-870_EVO(8046985599),Central node,Hero-MA80-08,SERVOSA,,A1,,,8951101630733704785F,,862708046985599,,,,16/11/2023 11:29:00,17/03/2026 10:54:21,17/03/2026 10:58:40,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24072901.685,8,1,2,2,,
VCT-876_EVO(8046979238),Central node,Hero-MA80-08,NICOLCH,,A1,,,,,862708046979238,,,,21/11/2023 18:01:00,19/03/2026 11:24:38,19/03/2026 11:24:38,4G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24040901.649,8,1,2,2,,
VCT-897_EVO(8047426858),Central node,Hero-MA80-08,INVERTRANS,,A1,,,8951101630882251117F,,862708047426858,,,,05/07/2024 15:00:00,18/03/2026 21:37:22,18/03/2026 21:40:35,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24112702.685,8,1,2,2,,
VCU-841_EVO(8046905894),Central node,Hero-MA80-08,M&P,,A1,,,8951101630733579286F,,862708046905894,,,,26/03/2024 15:39:00,19/03/2026 10:05:40,19/03/2026 10:05:01,4G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24112702.685,8,1,2,2,,
VCU-843_EVO(6062899152),Central node,Hero-MA80-08,M&P,,A1,,,8951101630847836523F,,864086062899152,,,,28/12/2022 12:22:00,18/03/2026 15:04:31,18/03/2026 15:19:35,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24112702.685,8,1,2,2,,
VCU-845_EVO(8047113621),Central node,Hero-MA80-08,GEOTEC_BAMBAS,,A1,,,8951101630929360665F,,862708047113621,,,,30/04/2024 09:48:00,26/02/2026 08:19:13,26/02/2026 08:23:32,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,"P24112702.685
",8,1,2,2,,
VCU-849_EVO(8047178145),Central node,Hero-MA80-08,M&P,,A1,,,,,862708047178145,,,,22/03/2024 09:03:00,12/03/2026 07:28:15,12/03/2026 08:07:15,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24040901.649,8,1,2,2,,
VCU-853_EVO(8046894213),Central node,Hero-MA80-08,M&P,,A1,,,8951101630733578346F,,862708046894213,,,,27/03/2024 15:43:00,19/03/2026 10:50:20,18/03/2026 15:12:12,4G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24112702.685,8,1,2,2,,
VCU-866_EVO(8046899329),Central node,Hero-MA80-08,M&P,,A1,,,8951101630839425681F,,862708046899329,,,,26/03/2024 16:55:00,19/03/2026 08:07:27,19/03/2026 09:21:49,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24112702.685,8,1,2,2,,
VCU-875_EVO(8046892886),Central node,Hero-MA80-08,M&P,,A1,,,8951101630839423587F,,862708046892886,,,,22/03/2024 11:47:00,19/03/2026 11:19:54,19/03/2026 11:22:56,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24112702.685,8,1,2,2,,
VCU-944_EVO(8045652182),Central node,Hero-MA80-08,ELIO,,A1,,,8951101630733530958F,,862708045652182,,,,28/08/2023 09:16:00,18/03/2026 12:43:08,18/03/2026 12:55:39,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24072901.685,8,1,2,2,,
VCV-701_EVO(8045645871),Central node,Hero-MA80-08,ELIO,,A1,,,8951101630733581530F,,862708045645871,,,,28/08/2023 09:13:00,19/03/2026 10:38:15,19/03/2026 10:40:29,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24112702.685,8,1,2,2,,
VCV-702_EVO(8045167561),Central node,Hero-MA80-08,ELIO,,A1,,,8951101630733530990F,,862708045167561,,,,25/08/2023 08:43:00,11/03/2026 11:58:47,11/03/2026 14:02:24,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24072901.685,8,1,2,2,,
VCV-703_EVO(8045482259),Central node,Hero-MA80-08,ELIO,,A1,,,8951101630733581522F,,862708045482259,,,,25/08/2023 08:33:00,19/03/2026 10:33:23,19/03/2026 10:32:58,4G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24112702.685,8,1,2,2,,
VCV-707_EVO(8045182065),Central node,Hero-MA80-08,ELIO,,A1,,,8951101630733528093F,,862708045182065,,,,22/08/2023 11:17:00,19/03/2026 11:31:01,19/03/2026 11:24:25,4G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24112702.685,8,1,2,2,,
VCV-709_EVO(8045655631),Central node,Hero-MA80-08,ELIO,,A1,,,,,862708045655631,,,,15/07/2023 15:29:00,19/03/2026 10:58:24,19/03/2026 11:00:14,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24040901.649,8,1,2,2,,
VCV-712_EVO(8046997206),Central node,Hero-MA80-08,ELIO,,A1,,,,,,,,,02/11/2023 12:31:00,28/12/2025 14:21:09,28/12/2025 14:31:27,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24112702.685,8,1,2,2,,
VCV-727_EVO(8045648867),Central node,Hero-MA80-08,ELIO,,A1,,,8951101630733528135F,,862708045648867,,,,25/08/2023 08:33:00,19/03/2026 09:40:50,19/03/2026 09:38:43,4G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24112702.685,8,1,2,2,,
VCV-729_EVO(8047005587),Central node,Hero-MA80-08,ELIO,,A1,,,8951101630839970728F,,862708047005587,,,,02/11/2023 12:32:00,19/03/2026 11:18:43,19/03/2026 11:17:33,4G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24072901.685,8,1,2,2,,
VCV-734_EVO(8045667362),Central node,Hero-MA80-08,ELIO,,A1,,,8951101630733581548F,,862708045667362,,,,28/08/2023 09:12:00,19/03/2026 10:59:52,19/03/2026 11:03:21,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24112702.685,8,1,2,2,,
VCV-735_EVO(8045658940),Central node,Hero-MA80-08,ELIO,,A1,,,8951101630733531006F,,862708045658940,,,,28/08/2023 09:14:00,18/03/2026 09:35:38,18/03/2026 09:37:42,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24112702.685,8,1,2,2,,
VCV-738_EVO(8044092919),Central node,Hero-MA80-08,ELIO,,A1,,,8951101630929361424F,,862708044092919,,,,19/08/2023 18:09:00,18/03/2026 14:57:11,18/03/2026 14:58:46,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24112702.685,8,1,2,2,,
VCV-743_EVO(8045651531),Central node,Hero-MA80-08,ELIO,,A1,,,,,862708045651531,,,,28/08/2023 09:15:00,19/03/2026 10:56:10,19/03/2026 10:57:33,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24112702.685,8,1,2,2,,
VCV-749_EVO(8045475162),Central node,Hero-MA80-08,ELIO,,A1,,,8951101630733581449F,,862708045475162,,,,25/08/2023 08:43:00,16/03/2026 09:03:53,16/03/2026 11:57:46,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24112702.685,8,1,2,2,,
VCV-768_EVO(8045174278),Central node,Hero-MA80-08,ELIO,,A1,,,8951101630733527475F,,862708045174278,,,,19/08/2023 18:10:00,19/03/2026 11:04:44,19/03/2026 10:40:38,4G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24112702.685,8,1,2,2,,
VCV-769_EVO(8045170300),Central node,Hero-MA80-08,ELIO,,A1,,,,,862708045170300,,,,28/08/2023 09:15:00,18/03/2026 20:55:54,18/03/2026 21:00:26,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24112702.685,8,1,2,2,,
VCV-794_EVO(8045181752),Central node,Hero-MA80-08,ELIO,,A1,,,,,862708045181752,,,,25/08/2023 08:41:00,19/03/2026 11:30:16,19/03/2026 11:30:14,4G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24040901.649,8,1,2,2,,
VCV-803_EVO(8047434688),Central node,Hero-MA80-08,RAND MYRAN,,A1,,,,,862708047434688,,,,05/07/2024 14:45:00,19/03/2026 10:37:37,19/03/2026 10:37:09,4G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24040901.649,8,1,2,2,,
VCW-700_EVO(6062892660),Central node,Hero-MA80-08,NICOLCH,,A1,,,,,864086062892660,,,,28/12/2022 16:42:00,16/02/2026 10:54:41,16/02/2026 11:02:45,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,T23090801.533,8,1,2,2,,
VCW-921_EVO4(8045149627),Central node,Hero-ME32-04,TRANSMDICAS,,A1,,,8951101630733579583F,,862708045149627,,,,28/09/2023 10:03:00,18/03/2026 17:38:33,18/03/2026 17:53:38,Offline,DMS;ADAS;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
VCW-922_EVO4(8045525321),Central node,Hero-ME32-04,TRANSMDICAS,,A1,,,8951101630733579559F,,862708045525321,,,,28/09/2023 10:06:00,19/03/2026 10:27:50,19/03/2026 10:33:23,Offline,DMS;ADAS;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
VCW-923_EVO(8048855170),Central node,Hero-MA80-08,FRACSA,,A1,,,8951101630904696166F,,862708048855170,,,,28/10/2024 10:35:00,19/03/2026 11:21:23,19/03/2026 08:18:33,3G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24081701.685,8,1,2,2,,
VCW-924_EVO4(9053063777),Central node,Hero-ME32-04,TRANSMDICAS,,A1,,,8951101630733528119F,,868159053063777,,,,08/04/2023 11:10:00,19/03/2026 11:24:02,19/03/2026 11:24:02,Offline,CH1;CH2;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
VCW-926_EVO(8048842863),Central node,Hero-MA80-08,FRACSA,,A1,,,8951101630914514060F,,862708048842863,,,,28/10/2024 10:36:00,19/03/2026 11:04:36,19/03/2026 11:08:23,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24081701.685,8,1,2,2,,
VCW-929_EVO(8048844505),Central node,MA80-08,FRACSA,,A1,,,8951101630914516321F,,862708048844505,,,,23/10/2024 11:44:00,19/03/2026 10:16:36,19/03/2026 10:16:24,4G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24081701.685,8,1,2,2,,
VCW-931_EVO4(9053070400),Central node,Hero-ME32-04,TRANSMDICAS,,A1,,,8951101630839970595F,,868159053070400,,,,08/04/2023 11:06:00,18/03/2026 17:35:44,18/03/2026 17:52:05,Offline,CH1;CH2;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
VCX-716_EVO4(8045158602),Central node,Hero-ME32-04,TRANSMDICAS,,A1,,,8951101630733579591F,,862708045158602,,,,29/09/2023 15:47:00,19/03/2026 11:12:44,19/03/2026 11:08:18,4G,DMS;ADAS;CABINA;FRONTAL,ME41-04NA,P25082201.A2673,4,1,2,2,,
VCX-728_EVO4(8045153561),Central node,Hero-ME32-04,TRANSMDICAS,,A1,,,8951101630733704801F,,862708045153561,,,,29/09/2023 15:48:00,19/03/2026 11:17:09,19/03/2026 11:20:30,Offline,DMS;ADAS;FRONTAL;CABINA,ME41-04NA,P25082201.A2673,4,1,2,2,,
VCX-758_EVO(8048838762),Central node,MA80-08,FRACSA,,A1,,,,,862708048838762,,,,23/10/2024 14:41:00,19/03/2026 11:29:33,19/03/2026 11:29:28,Wi-Fi,CH1;CH2;CH3;CH4,MA80-08V3,P24072901.685,4,1,2,2,,
VCX-774_EVO(3070498718),Central node,Hero-MA80-08,FRACSA,,A1,,,8951101632937162646F,,861553070498718,,,,13/09/2024 12:13:00,19/03/2026 11:30:50,19/03/2026 11:22:57,4G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24112702.685,8,1,2,2,,
VCX-842_EVO(8048848381),Central node,MA80-08,OSS-Constancia-Cuzco,,A1,,,8951101630929358222F,,862708048848381,,,,21/11/2024 15:37:16,19/03/2026 10:32:13,19/03/2026 10:25:10,4G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24081701.685,8,1,2,2,,
VCX-848_EVO(8047436618),Central node,Hero-MA80-08,OSS-Constancia-Cuzco,,A1,,,,,862708047436618,,,,05/07/2024 14:55:00,19/03/2026 08:42:50,19/03/2026 07:43:36,4G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24040901.649,8,1,2,2,,
VCY-934_EVO(8048847193),Central node,MA80-08,UTEPSA,,A1,,,8951101630914513997F,,862708048847193,,,,23/10/2024 15:27:00,19/03/2026 10:27:51,14/03/2026 15:18:21,4G,CH1;CH2;CH3;CH4,MA80-08V3,P24081701.685,4,1,2,2,,
VCZ-706_EVO(3070497850),Central node,Hero-MA80-08,FRACSA,,A1,,,,,861553070497850,,,,13/09/2024 12:20:00,19/03/2026 11:26:53,19/03/2026 11:26:05,3G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24040901.649,8,1,2,2,,
VCZ-720_EVO(8047433136),Central node,Hero-MA80-08,FRACSA,,A1,,,8951101630904693957F,,862708047433136,,,,09/08/2024 10:34:00,18/03/2026 11:33:13,18/03/2026 11:32:36,4G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24112702.685,8,1,2,2,,
VCZ-763_EVO(8042335955),Central node,Hero-MA80-08,FRACSA,,A1,,,,,864086062892355,,,,21/01/2022 18:24:00,19/03/2026 10:30:20,19/03/2026 10:30:18,4G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24040901.649,8,1,2,2,,
VCZ-796_EVO(8048841998),Central node,Hero-MA80-08,FRACSA,,A1,,,8951101630914514136F,,862708048841998,,,,28/10/2024 10:36:00,19/03/2026 11:03:24,19/03/2026 11:12:17,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24081701.685,8,1,2,2,,
VCZ-814_EVO(8048848605),Central node,MA80-08,FRACSA,,A1,,,8951101630914514128F,,862708048848605,,,,28/10/2024 10:05:00,19/03/2026 11:14:58,19/03/2026 11:14:44,4G,CH1;CH2;CH3;CH4,MA80-08V3,P24081701.685,4,1,2,2,,
VCZ-851_EVO(8047113928),Central node,Hero-MA80-08,EVO_DESINSTALADO,,A1,,,,,,,,,30/04/2024 09:38:00,16/11/2025 00:08:05,16/11/2025 01:11:23,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,"P24072901.685
",8,1,2,2,,
VCZ-852_EVO(8045660110),Central node,Hero-MA80-08,MALTA,,A1,,,8951101630904693767F,,862708045660110,,,,25/08/2023 08:42:00,13/03/2026 16:48:01,13/03/2026 16:49:42,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24112702.685,8,1,2,2,,
VCZ-913_EVO4(3073054187),Central node,Hero-ME30-04,BELLIDO,,A1,,,8951101132087660598F,,861553073054187,,1G4WX25J2100037,23/02/2026,12/01/2026 11:15:26,05/03/2026 09:22:03,05/03/2026 09:22:06,Offline,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
VDA-820_EVO4(6063459378),Central node,Hero-ME32-04,T. MALTA,,A1,,,8951101630904693759F,,864086063459378,,,,08/07/2023 10:11:00,17/03/2026 09:14:24,17/03/2026 09:21:04,Offline,CH1;CH2;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
VDB-869_EVO(8045656613),Central node,Hero-MA80-08,ETUPESA,,A1,,,,,862708045656613,,,,14/07/2023 13:01:00,19/03/2026 11:29:22,19/03/2026 11:29:02,4G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24040901.649,8,1,2,2,,
VDC-396_EVO4(8045163909),Central node,Hero-ME32-04,SUSPENDIDO,,A1,,,8951101130044273794F,,862708045163909,,,23/01/2026,04/10/2023 13:31:00,02/01/2026 17:39:26,02/01/2026 17:41:40,Offline,CH1;CH2;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
VDC-919_EVO(8046899519),Central node,Hero-MA80-08,HERMAN,,A1,,,8951101630839422381F,,862708046899519,,,,16/02/2024 14:06:00,19/03/2026 11:14:53,19/03/2026 11:19:04,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24112702.685,8,1,2,2,,
VDD-746_EVO(8045651804),Central node,Hero-MA80-08,ELIO,,A1,,,8951101630882251356F,,862708046062860,,,,23/08/2023 14:56:00,19/03/2026 10:58:09,19/03/2026 11:00:29,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24112702.685,8,1,2,2,,
VDD-750_EVO(8045475121),Central node,Hero-MA80-08,ELIO,,A1,,,8951101630733577942F,,862708045475121,,,,25/08/2023 08:33:00,19/03/2026 08:02:36,19/03/2026 10:12:38,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24072901.685,8,1,2,2,,
VDD-807_EVO(8045659179),Central node,Hero-MA80-08,ELIO,,A1,,,8951101632786714737F,,862708045659179,,,,23/08/2023 15:42:00,19/03/2026 11:26:57,18/03/2026 20:55:11,4G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24112702.685,8,1,2,2,,
VDD-808_EVO(8045666356),Central node,Hero-MA80-08,ELIO,,A1,,,8951101630733581514F,,862708045666356,,,,25/08/2023 08:41:00,19/03/2026 08:10:35,18/03/2026 20:54:35,4G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24112702.685,8,1,2,2,,
VDD-926_EVO(6063452795),Central node,Hero-MA80-08,GRUPO FF,,A1,,,8951101630847835434F,,864086063452795,,,,06/01/2023 09:41:00,19/03/2026 11:21:44,19/03/2026 11:30:00,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24112702.685,8,1,2,2,,
VDE-743_EVO(6062900828),Central node,Hero-MA80-08,HAGEMSA,,A1,,,8951101130044271582F,,864086062900828,,,09/01/2026,12/05/2023 10:38:00,19/03/2026 10:10:28,19/03/2026 10:03:43,4G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,T25041102.709,8,1,2,2,,
VDE-744_EVO(8042338363),Central node,Hero-MA80-08,HAGEMSA,,A1,,,8951101130044273745F,,862708042338363,,,,21/01/2022 18:24:00,19/03/2026 11:31:07,19/03/2026 11:31:04,4G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,T25041102.709,8,1,2,2,,
VDE-744_EVO4(8045149692),Central node,Hero-ME32-04,EVO_DESINSTALADO,,A1,,,,,,,,,28/09/2023 10:05:00,15/05/2025 17:15:38,15/05/2025 17:54:07,Offline,DMS;ADAS;CH3;CH4,ME41-04NA,P25022110.A2021,4,1,2,2,,
VDE-748_EVO(8047428052),Central node,Hero-MA80-08,HAGEMSA,,A1,,,8951101630882251380F,,862708047428052,,,,05/07/2024 14:59:00,19/03/2026 09:15:29,19/03/2026 10:01:13,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,T25041102.709,8,1,2,2,,
VDE-770_EVO(8047437145),Central node,Hero-MA80-08,HAGEMSA,,A1,,,,,862708047437145,,,,05/07/2024 15:02:00,19/03/2026 10:04:33,19/03/2026 11:10:10,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24040901.649,8,1,2,2,,
VDE-772_EVO(6062899749),Central node,Hero-MA80-08,HAGEMSA,,A1,,,8951101630733530974F,,864086062899749,,,,12/05/2023 09:23:00,19/03/2026 08:52:05,19/03/2026 08:58:40,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,T25041102.709,8,1,2,2,,
